Rank,Release_Date,Movie_Title,USD_Production_Budget,USD_Domestic_Gross, USD_Worldwide_Gross 
917,25-Jun-15,Ted 2," $68,000,000"," $81,476,385"," $217,214,143"
918,13-Jul-01,The Score," $68,000,000"," $71,069,884"," $113,542,091"
919,25-Feb-11,Hall Pass," $68,000,000"," $45,060,734"," $87,173,475"
920,22-Nov-95,Money Train," $68,000,000"," $35,324,232"," $77,224,232"
921,21-Mar-03,Dreamcatcher," $68,000,000"," $33,685,268"," $75,685,268"
922,6-Aug-99,Mystery Men," $68,000,000"," $29,762,011"," $33,462,011"
923,5-Nov-99,The Insider," $68,000,000"," $28,965,197"," $60,265,197"
924,22-Dec-17,Downsizing," $68,000,000"," $24,449,754"," $54,462,971"
925,18-Aug-21,Reminiscence," $67,972,729"," $3,900,193"," $15,449,322"
926,1-Mar-12,Dr. Seuss’ The Lorax," $67,500,000"," $214,151,550"," $351,097,803"
927,10-Oct-08,Body of Lies," $67,500,000"," $39,394,666"," $118,556,530"
928,20-Jun-12,Abraham Lincoln: Vampire Hunter," $67,500,000"," $37,519,139"," $137,489,730"
929,26-Jun-24,A Quiet Place: Day One," $67,000,000"," $138,930,553"," $260,945,840"
930,26-Aug-20,The New Mutants," $67,000,000"," $23,855,569"," $47,535,251"
931,20-Sep-96,Last Man Standing," $67,000,000"," $18,115,927"," $18,149,997"
932,17-Aug-07,The Last Legion," $67,000,000"," $5,932,060"," $25,357,771"
933,30-Apr-99,Entrapment," $66,000,000"," $87,707,396"," $211,700,000"
934,19-Jun-98,The X Files: Fight the Future," $66,000,000"," $83,898,313"," $189,176,423"
935,2-Aug-17,The Dark Tower," $66,000,000"," $50,701,325"," $113,461,527"
936,13-Mar-14,Need for Speed," $66,000,000"," $43,568,507"," $194,169,619"
937,24-Jul-98,Saving Private Ryan," $65,000,000"," $216,335,085"," $485,035,085"
938,15-Dec-00,What Women Want," $65,000,000"," $182,805,123"," $374,105,123"
939,9-Nov-12,Lincoln," $65,000,000"," $182,207,973"," $273,346,281"
940,15-Mar-02,Ice Age," $65,000,000"," $176,387,405"," $386,116,343"
941,31-Mar-99,The Matrix," $65,000,000"," $173,993,387"," $465,974,198"
942,30-Jun-95,Apollo 13," $65,000,000"," $173,772,767"," $335,802,271"
943,22-Jun-18,Hotel Transylvania 3: Summer Vacation," $65,000,000"," $167,500,092"," $527,361,714"
944,19-Dec-12,Les Misérables," $65,000,000"," $149,260,140"," $435,292,452"
945,1-Nov-02,The Santa Clause 2," $65,000,000"," $139,225,854"," $172,844,592"
946,1-Jun-90,Total Recall," $65,000,000"," $119,394,839"," $261,399,684"
947,18-Dec-98,You’ve Got Mail," $65,000,000"," $115,821,495"," $250,800,000"
948,25-Dec-14,Unbroken," $65,000,000"," $115,637,895"," $163,527,824"
949,21-May-15,Spy!," $65,000,000"," $110,825,712"," $233,844,106"
950,5-Nov-10,Due Date," $65,000,000"," $100,539,043"," $211,739,043"
951,25-Jul-08,Step Brothers," $65,000,000"," $100,468,793"," $128,107,642"
952,15-Dec-95,Jumanji," $65,000,000"," $100,458,310"," $262,758,310"
953,17-Jul-98,The Mask of Zorro," $65,000,000"," $93,828,745"," $233,700,000"
954,4-Aug-00,Space Cowboys," $65,000,000"," $90,454,043"," $128,874,043"
955,18-Dec-14,Annie," $65,000,000"," $85,911,262"," $139,829,625"
956,28-May-93,Cliffhanger," $65,000,000"," $84,049,211"," $255,000,000"
957,10-Aug-16,Pete’s Dragon," $65,000,000"," $76,233,151"," $137,768,975"
958,9-Feb-96,Broken Arrow," $65,000,000"," $70,645,997"," $148,345,997"
959,9-Aug-06,World Trade Center," $65,000,000"," $70,278,893"," $163,295,654"
960,7-Jul-00,The Kid," $65,000,000"," $69,688,384"," $69,688,384"
961,19-Dec-03,Mona Lisa Smile," $65,000,000"," $63,803,100"," $141,205,169"
962,16-May-12,The Dictator," $65,000,000"," $59,650,222"," $180,148,897"
963,25-Nov-20,The Croods: A New Age," $65,000,000"," $58,568,815"," $214,766,238"
964,16-Jul-99,Eyes Wide Shut," $65,000,000"," $55,691,208"," $104,264,617"
965,16-Feb-12,This Means War," $65,000,000"," $54,760,791"," $156,974,557"
966,26-Feb-15,Focus," $65,000,000"," $53,862,963"," $168,065,700"
967,8-Dec-04,Blade: Trinity," $65,000,000"," $52,397,389"," $131,353,165"
968,21-Nov-12,Red Dawn," $65,000,000"," $44,806,783"," $48,164,150"
969,22-Dec-06,We Are Marshall," $65,000,000"," $43,545,364"," $43,545,364"
970,17-Aug-15,Everest," $65,000,000"," $43,482,270"," $221,297,061"
971,12-Sep-12,Resident Evil: Retribution," $65,000,000"," $42,345,531"," $240,647,629"
972,2-Aug-19,The Angry Birds Movie 2," $65,000,000"," $41,657,076"," $152,255,188"
973,20-Mar-98,Primary Colors," $65,000,000"," $39,017,984"," $39,017,984"
974,15-Oct-99,Fight Club," $65,000,000"," $37,030,102"," $100,820,947"
975,22-Aug-08,Death Race," $65,000,000"," $36,316,032"," $72,516,819"
976,11-Oct-96,The Long Kiss Goodnight," $65,000,000"," $33,447,612"," $33,447,612"
977,8-Dec-00,Proof of Life," $65,000,000"," $32,598,931"," $62,761,005"
978,11-Nov-05,Zathura," $65,000,000"," $28,045,540"," $58,545,540"
979,26-Nov-03,The Missing," $65,000,000"," $26,900,336"," $38,253,433"
980,14-Jan-05,Elektra," $65,000,000"," $24,409,722"," $56,824,633"
981,23-Oct-09,Astro Boy," $65,000,000"," $19,551,067"," $41,636,243"
982,24-Jan-14,"I, Frankenstein"," $65,000,000"," $19,075,290"," $74,575,290"
983,29-Nov-19,Underwater," $65,000,000"," $17,291,078"," $39,177,495"
984,24-May-91,Hudson Hawk," $65,000,000"," $17,218,916"," $17,218,916"
985,22-Aug-14,Sin City: A Dame to Kill For," $65,000,000"," $13,757,804"," $40,650,842"
986,25-Dec-16,Live by Night," $65,000,000"," $10,378,555"," $21,774,432"
987,27-Oct-00,Lucky Numbers," $65,000,000"," $10,014,234"," $10,014,234"
988,23-Sep-05,Oliver Twist," $65,000,000"," $2,070,920"," $26,670,920"
989,18-Feb-15,Tian jiang xiong shi," $65,000,000"," $74,070"," $122,519,874"
990,26-Oct-18,Air Strike," $65,000,000", $0," $516,279"
991,24-Apr-20,Extraction," $65,000,000", $0, $0
992,5-Aug-22,Prey," $65,000,000", $0, $0
993,14-Jul-06,Little Man," $64,000,000"," $58,636,047"," $101,636,047"
994,10-Nov-21,Clifford the Big Red Dog," $64,000,000"," $48,947,356"," $113,350,187"
995,8-Oct-99,Random Hearts," $64,000,000"," $31,054,924"," $63,200,000"
996,27-Dec-06,Perfume: The Story of a Murderer," $63,700,000"," $2,223,293"," $133,603,463"
997,11-Jun-93,Jurassic Park," $63,000,000"," $415,404,543"," $1,058,454,230"
998,25-Jul-02,Austin Powers in Goldmember," $63,000,000"," $213,117,789"," $296,338,663"
999,1-Apr-11,Hop," $63,000,000"," $108,085,305"," $188,494,082"
"1,000",14-Sep-17,American Assassin," $63,000,000"," $36,249,674"," $68,310,140"
