subscriber_id,visits_per_month,visits_per_week,total_visits_quarter,visit_trend_3mo,days_since_last_visit,app_opens_per_month,avg_extra_spend,tenure_months,loyalty_points,visited_cancel_page,distance_from_campus_km,signup_day_of_week,birthday_month,has_profile_photo,phone_os_ios,newsletter_opt_in,referral_count,avg_visit_hour,preferred_cup_size,app_crashes_logged,num_payment_methods,profile_completeness_pct,survey_responses_sent,campus_zone_code,renewed
BM2286,8,1.77,25,4.34,3,18,3.9,5,92,0,1.7,0,9,1,1,0,2,13.0,1,0,1,54,2,4,1
BM2719,14,3.24,43,-1.04,4,33,3.31,3,100,0,12.51,6,3,0,1,1,2,15.8,2,0,1,70,1,2,1
BM2681,20,4.81,59,-1.07,0,38,12.08,3,237,0,2.72,0,8,0,0,1,1,8.5,2,2,2,68,3,2,1
BM2312,13,2.96,41,1.94,3,14,18.24,2,141,0,2.39,5,1,0,0,1,1,13.0,3,0,2,70,2,4,1
BM2777,10,2.26,29,3.02,4,5,17.72,6,46,1,5.47,2,6,0,1,0,0,17.1,3,1,3,91,1,5,0
BM2775,11,2.54,37,-0.16,4,19,7.0,1,111,0,0.41,5,10,0,0,1,0,3.4,2,1,1,66,2,1,0
BM2664,12,2.8,38,-0.78,23,22,2.3,5,85,0,0.94,1,9,1,0,1,0,17.3,3,1,3,75,0,2,1
BM2459,12,2.58,35,-0.44,6,28,4.73,1,112,0,0.79,0,1,1,0,1,0,16.3,3,0,2,88,1,1,1
BM2744,17,3.89,53,0.9,4,31,4.19,1,85,0,0.78,2,3,0,0,1,0,15.0,1,0,1,69,1,4,1
BM2460,7,1.59,21,0.37,5,17,4.65,6,0,0,5.09,2,6,1,1,0,1,20.5,1,1,3,95,3,1,1
BM2383,28,6.57,82,1.44,1,51,5.31,3,313,0,5.43,0,4,0,1,0,0,10.6,2,0,3,87,6,2,1
BM2017,7,1.7,24,1.94,4,16,2.5,4,34,1,0.79,1,11,0,0,0,0,12.1,1,0,1,42,2,3,0
BM2640,8,1.84,24,-0.2,6,11,11.33,3,0,0,2.51,5,7,0,0,0,0,10.1,1,1,3,88,2,3,1
BM2042,14,3.26,42,0.08,6,30,6.39,5,57,0,1.64,5,9,0,1,0,0,11.1,3,1,1,57,2,4,1
BM2702,5,1.28,14,-0.14,4,8,1.61,1,21,0,1.04,6,4,1,1,0,0,11.8,1,1,1,66,1,2,1
BM2737,9,2.06,25,-2.93,19,19,8.5,1,106,1,5.8,4,5,0,0,0,0,13.6,3,1,2,36,2,5,0
BM2709,12,2.85,40,3.17,4,22,7.53,1,122,0,0.87,0,2,0,0,0,0,15.1,1,1,2,54,2,3,1
BM2767,4,0.98,13,0.91,4,11,2.63,12,91,0,2.22,6,10,1,0,0,0,10.6,3,2,2,54,1,5,1
BM2511,6,1.57,17,-3.02,10,11,1.9,11,92,1,6.23,1,7,1,0,0,0,13.7,2,1,3,25,1,3,0
BM2076,15,3.36,45,-1.06,2,25,7.09,8,167,0,1.36,4,4,0,0,0,0,7.0,2,0,2,96,5,5,1
BM2141,16,3.61,49,2.61,9,44,4.63,10,123,0,3.54,4,7,0,0,0,0,14.1,2,1,3,78,6,3,1
BM2756,20,4.59,57,0.16,7,39,6.47,3,154,0,4.35,4,6,1,1,1,0,9.4,3,1,3,45,0,1,1
BM2585,10,2.35,30,0.51,30,23,7.44,6,31,0,3.14,1,9,1,1,1,0,10.7,1,1,3,34,1,1,1
BM2793,13,3.01,40,-0.68,1,22,18.48,7,25,0,0.43,5,3,1,1,1,1,10.0,1,0,3,53,0,1,1
BM2152,13,2.96,39,-1.3,2,17,4.7,7,147,1,1.35,5,7,1,1,1,0,13.3,2,0,3,34,0,1,0
BM2032,13,2.96,40,4.11,6,28,10.78,4,71,0,2.27,2,8,0,0,1,0,12.5,3,0,3,62,0,2,1
BM2015,15,3.41,45,1.36,14,22,7.99,3,113,0,1.93,6,11,0,0,0,0,15.6,1,2,3,100,0,3,1
BM2435,13,3.24,37,1.29,9,21,5.47,3,64,0,1.15,1,9,1,1,0,1,14.3,1,0,3,77,0,2,1
BM2498,19,4.61,53,-3.56,10,34,6.84,8,160,0,3.53,1,8,0,0,0,0,12.3,2,1,3,48,2,5,1
BM2619,15,3.48,45,-0.37,1,37,3.07,4,192,0,1.05,4,11,1,1,0,0,11.4,2,1,1,57,1,2,1
BM2505,12,2.79,36,-2.94,23,36,4.03,5,154,0,2.63,5,2,1,0,0,0,14.6,3,0,2,69,1,3,1
BM2403,10,2.27,28,0.28,8,11,10.06,5,30,0,3.61,1,9,1,1,1,0,10.5,2,0,1,74,3,5,1
BM2659,5,1.17,15,-2.92,14,12,5.6,1,45,0,3.09,2,9,1,1,1,0,18.0,2,0,1,35,0,3,1
BM2450,12,2.66,34,-4.55,3,17,5.06,5,106,0,6.1,5,10,1,1,0,0,11.1,1,0,2,100,1,5,1
BM2035,11,2.34,34,-0.49,8,19,10.5,3,69,1,2.62,2,10,0,1,1,0,6.7,2,1,1,74,2,1,0
BM2225,9,1.82,27,0.14,7,15,12.49,3,88,0,0.2,5,8,0,0,0,0,10.5,1,1,2,83,3,3,1
BM2172,17,3.88,50,0.73,5,34,4.23,6,157,0,1.73,5,9,0,1,0,0,5.9,1,3,2,94,0,3,1
BM2241,12,2.78,35,2.65,1,24,9.35,12,86,0,1.27,5,11,1,0,0,0,10.2,2,0,2,45,2,2,1
BM2529,5,1.24,13,-5.06,2,17,6.54,12,0,1,2.47,0,5,1,0,0,2,14.8,1,0,3,81,2,1,0
BM2343,14,3.22,39,-0.3,1,32,7.74,3,114,0,0.61,2,11,0,0,1,1,10.9,3,0,1,50,1,2,1
BM2156,15,3.48,45,0.14,12,31,5.69,9,81,0,1.95,6,6,0,1,0,0,13.8,3,0,1,80,1,2,1
BM2716,5,1.38,14,1.82,2,9,2.78,3,0,1,4.73,4,11,0,0,1,2,10.9,2,1,2,79,1,2,0
BM2768,7,1.79,21,-2.22,13,8,6.04,2,74,0,2.35,3,10,1,0,0,0,12.7,1,1,2,92,2,4,1
BM2707,8,1.85,21,-0.49,25,11,10.11,4,98,0,1.68,5,5,1,0,0,0,15.0,3,0,1,85,5,4,1
BM2506,13,2.97,39,-3.77,17,16,4.98,6,145,0,3.83,2,9,0,1,0,1,10.8,3,1,3,56,4,3,1
BM2783,7,1.54,19,-1.97,21,7,5.35,12,78,1,0.84,5,1,0,0,1,0,11.0,1,2,3,40,1,2,0
BM2555,8,1.98,25,-1.74,6,14,3.4,8,70,0,2.55,4,12,1,1,0,0,21.7,3,1,3,77,4,1,1
BM2215,18,4.15,56,4.2,1,24,3.44,2,85,1,3.49,4,1,0,1,1,1,13.7,1,1,3,76,2,2,0
BM2208,14,3.11,41,2.35,7,20,6.13,1,149,0,4.31,2,3,0,1,1,1,9.0,3,1,1,59,4,4,1
BM2064,8,1.87,22,-8.1,1,25,8.02,6,66,1,3.06,0,9,1,1,0,0,8.4,2,1,2,56,0,3,0
BM2010,8,1.8,23,-2.77,29,17,11.54,6,33,0,2.35,4,3,1,0,0,0,11.1,3,1,2,65,2,3,1
BM2623,5,1.22,16,-1.93,5,17,3.18,6,7,0,1.07,0,9,1,1,0,0,11.7,2,1,3,55,3,1,1
BM2785,5,0.97,14,-2.33,14,8,1.52,2,81,0,4.14,3,2,0,0,1,0,12.7,1,2,2,49,0,1,1
BM2178,13,3.09,40,-0.42,1,24,7.05,5,112,0,3.51,4,9,1,0,0,0,14.7,3,2,2,82,1,3,1
BM2252,8,1.71,21,1.71,1,18,10.04,5,50,1,3.34,6,11,1,0,1,3,16.2,3,0,2,70,0,2,0
BM2605,15,3.75,43,-0.99,20,26,3.84,13,142,1,1.35,4,11,0,1,0,1,16.4,2,1,2,84,2,3,0
BM2603,15,3.36,45,-3.81,7,30,20.13,8,137,0,4.04,6,11,1,1,0,0,14.6,3,1,2,92,3,5,1
BM2261,6,1.33,17,-2.91,52,10,3.12,2,34,0,2.41,0,2,0,0,0,0,11.2,2,0,3,82,2,4,0
BM2100,26,5.89,80,1.69,17,41,6.32,12,252,0,3.94,5,2,0,0,1,0,11.0,3,0,1,45,2,5,1
BM2167,7,1.7,19,-2.52,11,13,4.9,2,29,1,5.91,3,4,1,1,1,1,9.3,3,0,1,83,1,4,0
BM2577,30,6.91,85,-2.08,9,45,12.27,6,193,0,7.8,3,4,1,0,0,0,12.4,3,0,1,49,1,1,1
BM2314,12,2.85,37,3.27,4,30,6.17,5,131,0,4.11,1,11,0,0,0,0,11.3,1,0,3,63,1,2,1
BM2518,7,1.56,23,-1.19,23,6,13.1,9,89,0,1.89,0,4,1,0,0,0,13.8,3,0,3,79,3,3,1
BM2694,16,3.59,51,-1.12,5,28,12.03,1,135,0,6.16,1,8,0,1,1,0,14.8,2,1,2,94,0,4,1
BM2661,8,2.1,22,-0.76,12,8,2.49,2,102,0,1.51,3,3,1,1,1,0,16.5,1,0,1,81,0,1,1
BM2644,11,2.47,32,-3.57,1,12,3.26,2,61,0,1.67,1,9,1,1,0,2,13.1,3,1,1,57,1,4,0
BM2446,13,2.86,40,-1.17,6,33,14.34,8,82,0,4.13,1,5,0,1,0,0,13.0,3,1,1,90,1,3,1
BM2740,10,2.21,34,-2.2,14,18,5.76,4,30,0,1.44,3,11,0,0,1,0,15.2,2,0,1,82,2,3,0
BM2367,10,2.58,34,-1.76,2,21,8.96,8,84,0,9.89,4,8,1,0,0,1,6.2,3,1,2,66,2,5,1
BM2145,8,2.19,21,1.73,8,23,6.93,4,111,0,2.41,6,2,1,1,0,0,11.4,3,0,2,45,2,5,1
BM2362,23,5.41,67,2.38,3,31,10.48,4,199,0,1.79,5,11,0,1,1,1,10.7,3,0,3,48,1,4,1
BM2660,4,0.89,11,-4.18,42,12,6.65,5,54,0,5.97,6,10,1,0,0,0,14.4,2,0,1,50,5,3,0
BM2705,5,1.0,15,0.62,22,6,5.98,4,3,1,4.33,6,5,1,1,1,0,8.5,1,2,3,60,1,3,0
BM2734,17,4.03,48,0.36,0,33,10.46,2,103,0,0.5,0,12,0,1,1,2,6.6,1,0,3,48,4,1,1
BM2321,7,1.58,23,-3.7,5,15,2.67,2,44,0,0.39,1,5,0,0,0,2,8.8,3,0,1,38,1,2,1
BM2185,12,2.86,34,0.26,2,21,3.5,6,118,0,2.44,2,7,0,1,0,1,15.4,1,1,2,61,3,1,0
BM2653,9,1.89,24,2.58,7,23,3.78,4,14,0,2.46,6,9,0,1,0,1,12.7,2,2,2,88,0,3,1
BM2132,19,4.12,60,1.27,2,38,6.8,8,169,0,6.75,2,8,1,0,0,0,6.0,2,0,2,77,6,1,1
BM2630,12,2.65,34,2.2,0,24,5.31,1,132,0,6.8,1,1,0,1,0,0,10.1,2,1,1,62,1,2,0
BM2119,18,4.39,55,2.4,2,37,6.32,4,111,0,1.52,4,12,0,1,0,1,14.5,3,1,2,65,0,5,1
BM2784,15,3.47,45,0.24,3,26,3.92,11,98,0,1.64,4,1,1,1,0,1,16.5,1,0,2,70,2,1,1
BM2038,12,2.86,35,-3.99,7,26,6.29,3,30,0,5.71,1,2,1,0,1,1,10.0,3,1,3,68,2,5,1
BM2493,15,3.53,43,0.78,2,30,6.78,8,197,1,3.36,5,6,1,1,1,0,6.9,2,1,1,83,4,5,0
BM2733,14,3.3,41,-1.98,1,26,9.66,5,108,0,0.48,1,8,0,0,1,0,18.1,2,1,1,60,4,5,1
BM2338,6,1.39,14,-0.3,1,12,5.63,6,43,1,0.15,0,9,0,0,0,0,10.9,3,1,1,73,2,5,0
BM2084,11,2.52,35,-2.87,6,19,4.27,4,45,0,6.86,4,6,0,0,0,1,16.5,1,1,3,70,0,5,1
BM2224,11,2.5,30,0.81,16,20,4.75,5,154,0,4.29,0,11,1,0,1,0,10.3,3,0,2,69,1,4,1
BM2019,10,2.66,29,3.8,46,21,3.0,3,74,0,0.93,2,12,1,0,0,0,11.9,2,1,3,72,6,1,1
BM2072,6,1.6,16,0.37,29,11,4.63,4,0,1,3.62,5,12,0,1,0,0,12.2,3,0,1,73,3,4,0
BM2418,4,0.76,10,0.54,16,8,8.83,8,0,1,4.56,3,2,1,0,0,0,15.4,3,0,3,61,2,3,0
BM2075,9,1.87,23,-1.98,7,19,3.38,5,98,1,8.45,2,4,1,1,0,1,10.9,2,1,3,61,3,1,0
BM2380,6,1.42,21,1.27,6,12,5.24,1,0,0,1.18,3,5,0,1,0,0,15.3,2,1,1,99,3,4,1
BM2385,5,1.05,16,-0.66,20,17,2.09,5,71,0,3.83,5,7,1,0,1,0,11.8,2,0,2,66,2,4,1
BM2452,15,3.52,46,0.04,2,23,4.24,1,73,0,2.56,5,11,1,1,1,0,13.2,3,0,2,53,2,3,1
BM2264,4,0.86,12,-2.0,13,8,3.67,5,2,1,2.4,5,7,1,1,0,2,13.4,3,0,1,75,1,2,0
BM2040,15,3.46,43,-0.9,5,26,8.23,2,122,0,9.57,2,3,0,1,1,0,6.2,2,0,1,65,0,3,1
BM2428,20,4.75,56,-1.82,9,26,6.63,8,139,0,2.81,2,8,1,0,0,0,8.4,3,0,1,56,3,2,1
BM2160,11,2.51,33,0.55,2,24,2.54,4,128,0,4.19,2,1,0,0,0,1,13.5,1,0,3,41,2,4,1
BM2110,26,6.07,81,-1.15,9,45,5.87,4,263,0,3.19,1,5,0,1,0,0,11.7,3,0,2,77,1,3,1
BM2303,10,2.35,33,0.05,2,12,7.74,4,134,0,7.82,0,1,0,0,0,1,10.0,2,0,3,69,1,3,1
BM2761,9,2.16,21,-2.05,5,5,2.06,1,64,1,3.91,3,5,1,1,1,1,15.3,3,1,1,68,1,4,0
BM2048,13,2.95,39,-1.82,13,25,2.62,3,91,0,1.65,4,9,1,1,0,0,15.0,2,1,2,79,2,2,1
BM2509,21,4.76,63,4.21,6,40,4.93,2,161,0,0.21,2,9,1,0,0,0,14.5,3,0,3,57,1,2,1
BM2018,6,1.31,19,-4.19,60,14,10.32,1,63,1,1.32,1,5,1,0,0,0,15.6,2,2,3,70,5,5,0
BM2043,16,3.6,47,-3.34,3,31,2.78,9,94,0,3.26,3,10,1,0,0,0,20.2,3,0,2,61,2,2,1
BM2273,8,1.8,28,0.46,28,23,5.37,3,26,0,0.38,5,4,1,1,0,0,20.3,3,1,3,49,3,5,1
BM2443,13,3.16,34,-0.76,29,26,5.08,7,59,1,0.24,5,12,1,0,1,0,5.0,1,0,3,100,2,3,0
BM2090,5,1.06,16,-5.27,22,7,5.99,2,0,1,3.49,0,7,0,0,1,0,11.5,1,2,1,78,1,5,0
BM2275,9,1.97,30,1.53,25,29,2.31,4,34,1,0.8,1,5,1,1,0,0,12.4,2,0,1,67,1,5,0
BM2672,9,1.86,21,0.24,2,13,9.3,9,62,0,0.57,0,9,0,0,1,0,11.0,2,0,1,69,2,4,1
BM2114,20,4.59,60,2.97,2,44,4.24,1,116,0,1.34,6,7,1,0,0,1,12.3,3,1,2,36,0,1,1
BM2328,13,2.68,37,-3.65,4,32,8.64,1,148,0,2.84,0,1,1,1,0,0,13.9,2,0,1,58,0,5,1
BM2580,11,2.42,31,-1.18,3,28,3.63,3,88,0,1.08,0,12,0,1,0,0,14.3,3,1,3,100,2,5,1
BM2465,11,2.47,34,-4.04,10,23,5.39,1,121,0,0.85,5,9,1,0,0,0,12.4,2,1,1,94,0,3,1
BM2727,4,1.0,12,-2.63,8,6,6.5,2,49,0,2.15,0,8,1,1,0,0,21.2,1,0,1,70,1,5,1
BM2131,14,3.24,47,3.38,2,25,4.77,4,155,0,1.39,3,3,1,1,1,0,7.7,1,1,3,73,5,5,1
BM2001,6,1.27,20,-3.36,45,10,3.68,9,139,1,6.68,5,6,1,0,0,1,6.6,1,1,3,81,3,1,0
BM2699,8,1.9,23,-0.24,13,7,4.11,9,97,0,1.79,1,9,0,1,1,0,16.3,3,0,3,85,1,3,1
BM2227,4,0.72,15,-2.16,11,17,5.7,4,21,1,2.46,3,4,0,1,0,0,11.1,2,2,3,71,1,2,0
BM2690,12,2.64,34,1.64,6,20,3.71,9,101,0,1.98,0,8,1,1,0,0,12.2,1,1,2,43,1,1,1
BM2693,11,2.79,37,0.89,11,21,4.47,2,149,0,6.11,3,12,1,1,1,0,15.5,3,1,3,93,1,4,1
BM2133,13,3.0,44,-3.06,3,22,4.08,3,75,0,4.49,2,11,1,0,1,0,12.2,2,1,3,76,3,5,0
BM2735,6,1.27,19,0.01,21,12,1.89,2,15,0,3.51,6,7,0,1,1,1,13.8,1,1,2,90,3,5,1
BM2248,18,4.42,54,-2.04,9,38,5.16,2,205,1,10.45,5,10,0,0,1,0,10.4,1,2,1,53,1,2,0
BM2283,21,4.61,61,2.43,8,44,6.18,1,245,0,1.16,3,4,0,0,0,1,11.9,1,1,3,91,4,5,1
BM2496,3,0.8,11,1.69,8,8,3.03,10,0,0,4.26,0,10,1,1,1,0,14.3,2,0,3,100,4,4,1
BM2680,18,4.2,52,-1.87,11,42,5.42,5,183,0,2.74,3,12,1,1,1,1,7.9,1,1,3,47,1,3,1
BM2335,14,3.24,42,2.09,2,36,3.66,3,97,1,2.74,2,4,1,0,0,2,9.1,1,0,2,56,4,2,0
BM2439,13,3.12,36,1.94,9,17,15.49,2,79,0,5.23,0,4,0,0,0,0,13.9,3,0,1,75,5,5,1
BM2263,5,1.1,13,-3.35,0,4,6.33,1,97,0,1.9,3,10,1,1,1,2,12.7,3,0,3,59,2,3,1
BM2142,14,3.23,38,4.27,1,28,6.1,6,62,1,5.47,3,10,0,1,1,0,13.5,1,1,1,69,1,3,1
BM2245,10,2.43,29,-2.2,1,19,9.24,4,80,0,4.28,0,2,0,1,0,0,11.0,3,2,3,51,2,4,0
BM2027,23,5.35,69,-0.18,12,43,7.4,1,195,0,1.04,3,12,0,0,0,0,10.4,3,1,2,65,1,4,1
BM2441,29,6.65,84,-1.63,23,41,6.48,5,245,0,2.6,6,11,1,1,1,1,10.0,3,2,1,85,3,5,1
BM2138,23,5.34,72,0.05,12,38,11.95,4,159,1,4.2,4,8,0,1,0,0,14.7,2,0,1,74,2,3,0
BM2363,25,5.72,74,-0.25,1,49,5.68,3,203,0,0.3,2,10,0,0,1,0,11.1,3,0,1,77,0,4,1
BM2089,18,4.29,54,0.71,2,26,4.04,3,128,0,2.52,4,3,1,1,1,0,16.7,2,0,2,41,1,3,1
BM2023,8,1.84,27,-3.33,3,17,3.4,3,44,1,0.41,0,12,1,1,1,2,12.0,1,0,3,84,0,5,0
BM2608,8,1.93,26,1.71,23,17,6.88,6,91,1,2.35,2,2,1,0,0,0,14.3,2,0,2,56,4,3,0
BM2079,4,1.1,10,1.05,22,4,5.63,12,58,1,1.18,3,5,0,1,0,0,14.5,2,0,3,65,0,3,0
BM2125,6,1.3,17,3.41,5,16,3.33,6,70,0,4.42,2,7,1,1,0,0,15.1,3,1,2,59,1,4,1
BM2704,4,0.86,11,2.91,0,6,3.29,4,32,1,0.93,6,11,1,1,0,0,16.1,2,0,2,100,1,3,0
BM2242,10,2.32,26,0.55,2,26,7.67,2,91,0,4.01,0,12,1,0,0,0,14.4,1,0,2,58,1,1,1
BM2370,3,0.69,8,1.51,17,15,3.42,2,25,0,1.36,3,6,1,0,1,0,11.9,1,0,1,40,3,5,1
BM2683,12,2.92,34,0.57,10,24,3.16,3,58,0,1.64,4,2,1,1,1,0,15.7,1,1,1,37,2,3,1
BM2326,12,2.89,34,-2.19,6,23,4.62,5,72,1,5.1,1,11,1,1,1,1,15.4,2,1,3,90,1,3,0
BM2579,4,1.04,12,0.76,4,10,7.01,3,89,0,3.73,1,9,1,0,0,1,10.4,1,0,3,41,1,2,1
BM2657,5,1.01,13,0.55,22,12,5.52,2,54,1,2.33,2,5,0,1,0,0,9.9,1,1,3,73,3,4,0
BM2504,15,3.55,47,1.41,0,29,3.97,7,115,0,2.7,2,6,0,1,0,1,9.2,2,1,2,72,1,4,1
BM2408,5,1.07,15,1.99,3,15,9.68,5,76,0,2.78,0,1,1,0,0,0,11.7,2,2,2,66,3,4,1
BM2797,7,1.82,24,0.73,6,21,6.94,9,36,0,0.92,5,9,0,0,0,0,8.1,2,1,2,100,5,2,1
BM2081,16,3.7,45,0.22,15,33,10.94,2,135,0,3.38,6,5,1,0,0,1,10.3,2,2,1,50,2,3,1
BM2468,21,4.97,62,-2.76,2,39,10.25,3,155,0,2.77,5,10,1,0,0,1,13.5,2,1,3,40,1,5,1
BM2231,21,4.94,62,1.74,7,44,8.96,6,238,0,2.56,0,7,0,0,1,0,14.0,2,3,1,69,2,4,1
BM2501,4,0.93,10,2.27,6,7,7.67,2,3,1,1.84,5,11,1,1,0,0,17.7,2,0,2,48,3,5,0
BM2037,10,2.35,33,0.55,2,13,6.13,4,82,0,3.54,4,1,1,0,0,1,12.2,1,0,1,42,0,2,1
BM2140,18,4.27,54,-0.82,10,29,7.14,5,135,0,2.86,1,10,1,1,1,0,8.4,2,2,2,83,0,1,1
BM2546,17,3.92,53,2.1,2,34,11.85,1,98,0,1.47,1,12,1,0,0,1,17.7,3,1,1,95,3,1,1
BM2637,13,3.03,40,-2.02,1,30,2.89,3,119,0,1.01,1,12,1,1,0,1,15.8,3,0,3,18,1,4,1
BM2236,12,2.82,35,-0.19,3,26,11.19,6,59,0,4.42,4,1,1,1,0,0,17.6,2,1,3,71,1,2,1
BM2416,4,0.9,13,-3.27,11,7,1.69,8,0,1,1.42,0,8,1,1,1,0,15.3,3,0,2,53,1,5,0
BM2765,16,3.73,49,-0.99,12,32,12.88,6,157,0,1.02,4,1,1,1,0,0,15.5,1,1,1,44,3,5,1
BM2688,10,2.25,28,-3.35,25,15,2.07,2,96,1,2.54,5,5,1,0,1,1,12.3,3,1,2,60,0,1,0
BM2604,3,0.73,6,-3.53,3,10,2.93,3,90,1,0.93,6,12,0,0,0,0,13.2,1,2,1,86,2,5,0
BM2621,20,4.77,62,0.99,1,32,5.16,6,161,0,1.04,3,6,1,0,0,0,12.0,3,2,2,80,3,4,1
BM2583,7,1.58,23,3.08,1,28,10.83,14,24,0,1.25,4,3,0,1,0,0,9.1,2,0,2,30,1,5,1
BM2673,7,1.65,21,-0.94,3,17,3.59,6,102,0,1.99,1,8,1,0,0,1,19.3,2,1,2,74,1,4,1
BM2332,15,3.44,46,3.07,17,30,10.57,6,94,0,4.38,3,8,1,0,0,1,11.8,1,0,2,67,2,3,1
BM2269,5,1.2,17,-0.98,6,20,5.02,2,86,0,1.75,3,1,1,0,0,0,9.3,1,0,1,70,5,4,1
BM2337,17,3.93,51,0.16,0,25,4.76,9,175,0,0.91,4,1,1,1,1,0,13.9,2,1,2,100,1,3,1
BM2091,18,4.17,55,-2.11,4,24,3.49,6,191,0,2.5,4,12,1,0,0,0,6.7,1,1,1,0,2,2,1
BM2080,16,3.86,48,-0.81,5,26,14.39,2,198,0,3.95,2,2,0,0,0,0,13.2,3,0,2,64,3,5,1
BM2703,4,1.17,13,-1.0,24,11,2.96,3,57,1,7.81,1,12,1,1,0,0,10.6,2,1,1,43,3,1,0
